"Title","Price","Address","URL"
"iPhone 11 ","2900.0","Goiânia, St Faiçalville","https://go.olx.com.br/grande-goiania-e-anapolis/celulares/iphone-11-1032369362"
"iPhone 11","2900.0","Goiânia, Setor Sul","https://go.olx.com.br/grande-goiania-e-anapolis/celulares/iphone-11-1026513149"
"IPhone 11 ","2900.0","Goiânia","https://go.olx.com.br/grande-goiania-e-anapolis/celulares/iphone-11-1030507009"
"IPhone 11 64gb Anatel ","2900.0","Goiânia, Jardim Balneário Meia Ponte","https://go.olx.com.br/grande-goiania-e-anapolis/celulares/iphone-11-64gb-anatel-1030125982"
"Iphone 11 (64gb) e (128gb)","2900.0","Goiânia, Residencial Eli Forte","https://go.olx.com.br/grande-goiania-e-anapolis/celulares/iphone-11-64gb-e-128gb-1028822866"
"iPhone 11 64 gigas ","2900.0","Goiânia, Setor Marista","https://go.olx.com.br/grande-goiania-e-anapolis/celulares/iphone-11-64-gigas-1024025573"
